cidad_cod,uf_cod,cidad_des,cidad_cod_ibge,cidad_des_abrev,cidad_tip,cidad_cod_prftra,cidad_cod_siafi
2926608,BA,RIBEIRA DO POMBAL,2926608,,,,3833
2926806,BA,RIO DO ANTONIO,2926806,,,,3837
2927002,BA,RIO REAL,2927002,,,,3841
2927200,BA,RUY BARBOSA,2927200,,,,3845
2927408,BA,SALVADOR,2927408,,,,3849
2927606,BA,SANTA BRIGIDA,2927606,,,,3853
2927804,BA,SANTA CRUZ DA VITORIA,2927804,,,,3857
2928505,BA,SANTA TERESINHA,2928505,,,,3869
2928604,BA,SANTO AMARO,2928604,,,,3871
2928802,BA,SANTO ESTEVAO,2928802,,,,3875
2928950,BA,SAO DOMINGOS,2928950,,,,3029
2929107,BA,SAO FELIPE,2929107,,,,3881
2929206,BA,SAO FRANCISCO DO CONDE,2929206,,,,3883
2929354,BA,SAO JOSE DA VITORIA,2929354,,,,3035
2929404,BA,SAO MIGUEL DAS MATAS,2929404,,,,3887
2929602,BA,SAPEACU,2929602,,,,3891
2929750,BA,SAUBARA,2929750,,,,3037
2929800,BA,SAUDE,2929800,,,,3895
2930006,BA,SEBASTIAO LARANJEIRAS,2930006,,,,3899
2930204,BA,SENTO SE,2930204,,,,3903
2930402,BA,SERRA PRETA,2930402,,,,3907
2930600,BA,SERROLANDIA,2930600,,,,3911
2930758,BA,SITIO DO MATO,2930758,,,,3041
2930774,BA,SOBRADINHO,2930774,,,,3045
2930808,BA,SOUTO SOARES,2930808,,,,3915
2931004,BA,TANHACU,2931004,,,,3919
2931202,BA,TAPEROA,2931202,,,,3923
2931350,BA,TEIXEIRA DE FREITAS,2931350,,,,3993
2931400,BA,TEODORO SAMPAIO,2931400,,,,3927
2931707,BA,TERRA NOVA,2931707,,,,3933
2931905,BA,TUCANO,2931905,,,,3937
2932309,BA,UBATA,2932309,,,,3945
2932606,BA,URANDI,2932606,,,,3951
2933000,BA,VALENTE,2933000,,,,3959
2933158,BA,VARZEA NOVA,2933158,,,,3995
2933174,BA,VARZEDO,2933174,,,,3049
2933208,BA,VERA CRUZ,2933208,,,,3963
2933406,BA,WAGNER,2933406,,,,3967
2933604,BA,XIQUE-XIQUE,2933604,,,,3971
2300507,CE,ALCANTARAS,2300507,,,,1309
2300903,CE,APUIARES,2300903,,,,1317
2301109,CE,ARACATI,2301109,,,,1321
2301257,CE,ARARENDA,2301257,,,,0989
2301307,CE,ARARIPE,2301307,,,,1325
2301505,CE,ARNEIROZ,2301505,,,,1329
2301703,CE,AURORA,2301703,,,,1333
2301851,CE,BANABUIU,2301851,,,,1233
2301950,CE,BARREIRA,2301950,,,,1235
2302206,CE,BEBERIBE,2302206,,,,1343
2302404,CE,BOA VIAGEM,2302404,,,,1347
2302800,CE,CANINDE,2302800,,,,1355
2303006,CE,CARIDADE,2303006,,,,1359
2303204,CE,CARIRIACU,2303204,,,,1363
2303402,CE,CARNAUBAL,2303402,,,,1367
2303600,CE,CATARINA,2303600,,,,1371
2303808,CE,CEDRO,2303808,,,,1375
2303931,CE,CHORO,2303931,,,,0993
2303956,CE,CHOROZINHO,2303956,,,,1239
2304103,CE,CRATEUS,2304103,,,,1383
2304236,CE,CROATA,2304236,,,,1241
2304277,CE,ERERE,2304277,,,,1245
2304301,CE,FARIAS BRITO,2304301,,,,1387
2304806,CE,GRANJEIRO,2304806,,,,1397
2304954,CE,GUAIUBA,2304954,,,,1251
2305001,CE,GUARACIABA DO NORTE,2305001,,,,1401
2305209,CE,HIDROLANDIA,2305209,,,,1405
2305266,CE,IBARETAMA,2305266,,,,1255
2305407,CE,ICO,2305407,,,,1409
2305605,CE,INDEPENDENCIA,2305605,,,,1413
2305654,CE,IPAPORANGA,2305654,,,,1259
2305803,CE,IPU,2305803,,,,1417
2306009,CE,IRACEMA,2306009,,,,1421
2306207,CE,ITAICABA,2306207,,,,1425
2306256,CE,ITAITINGA,2306256,,,,0991
2306603,CE,ITATIRA,2306603,,,,1433
2307007,CE,JAGUARUANA,2307007,,,,1441
2307205,CE,JATI,2307205,,,,1445
2307403,CE,JUCAS,2307403,,,,1449
2307601,CE,LIMOEIRO DO NORTE,2307601,,,,1453
2307650,CE,MARACANAU,2307650,,,,1585
2307809,CE,MARCO,2307809,,,,1457
2308005,CE,MASSAPE,2308005,,,,1461
2308203,CE,MERUOCA,2308203,,,,1465
2308377,CE,MIRAIMA,2308377,,,,1263
2308609,CE,MONSENHOR TABOSA,2308609,,,,1473
2308807,CE,MORAUJO,2308807,,,,1477
2309003,CE,MUCAMBO,2309003,,,,1481
2309201,CE,NOVA OLINDA,2309201,,,,1485
2309409,CE,NOVO ORIENTE,2309409,,,,1489
2309805,CE,PACOTI,2309805,,,,1497
2310001,CE,PALHANO,2310001,,,,1501
2310209,CE,PARACURU,2310209,,,,1505
2310258,CE,PARAIPABA,2310258,,,,1599
2310407,CE,PARAMOTI,2310407,,,,1509
2310803,CE,PEREIRO,2310803,,,,1517
2310852,CE,PINDORETAMA,2310852,,,,1267
2311009,CE,PORANGA,2311009,,,,1521
2311207,CE,POTENGI,2311207,,,,1525
2311231,CE,POTIRETAMA,2311231,,,,1271
2311603,CE,REDENCAO,2311603,,,,1533
2311801,CE,RUSSAS,2311801,,,,1537
2312205,CE,SANTA QUITERIA,2312205,,,,1545
2312502,CE,SAO JOAO DO JAGUARIBE,2312502,,,,1551
2312908,CE,SOBRAL,2312908,,,,1559
2313104,CE,TABULEIRO DO NORTE,2313104,,,,1563
2313302,CE,TAUA,2313302,,,,1567
2313708,CE,UMARI,2313708,,,,1575
2313757,CE,UMIRIM,2313757,,,,9855
2313906,CE,URUOCA,2313906,,,,1579
2313955,CE,VARJOTA,2313955,,,,9857
2314102,CE,VICOSA DO CEARA,2314102,,,,1583
3200409,ES,ANCHIETA,3200409,,,,5607
3200607,ES,ARACRUZ,3200607,,,,5611
3200805,ES,BAIXO GUANDU,3200805,,,,5615
3201001,ES,BOA ESPERANCA,3201001,,,,5619
3201506,ES,COLATINA,3201506,,,,5629
3201902,ES,DOMINGOS MARTINS,3201902,,,,5637
3202108,ES,ECOPORANGA,3202108,,,,5641
3202306,ES,GUACUI,3202306,,,,5645
3202454,ES,IBATIBA,3202454,,,,5709
3202652,ES,IRUPI,3202652,,,,2931
3202801,ES,ITAPEMIRIM,3202801,,,,5655
3203106,ES,JERONIMO MONTEIRO,3203106,,,,5661
3203163,ES,LARANJA DA TERRA,3203163,,,,5723
3203403,ES,MIMOSO DO SUL,3203403,,,,5667
3203601,ES,MUCURICI,3203601,,,,5671
3203809,ES,MUQUI,3203809,,,,5675
3204104,ES,PINHEIROS,3204104,,,,5681
3204302,ES,PRESIDENTE KENNEDY,3204302,,,,5685
3204401,ES,RIO NOVO DO SUL,3204401,,,,5687
3204559,ES,SANTA MARIA DE JETIBA,3204559,,,,5725
3204658,ES,SAO DOMINGOS DO NORTE,3204658,,,,2933
3204807,ES,SAO JOSE DO CALCADO,3204807,,,,5695
3205002,ES,SERRA,3205002,,,,5699
3205010,ES,SOORETAMA,3205010,,,,0766
3205069,ES,VENDA NOVA DO IMIGRANTE,3205069,,,,5729
3205200,ES,VILA VELHA,3205200,,,,5703
5200175,GO,AGUA FRIA DE GOIAS,5200175,,,,9771
5200258,GO,AGUAS LINDAS DE GOIAS,5200258,,,,1052
5201207,GO,ANHANGUERA,5201207,,,,9223
5201405,GO,APARECIDA DE GOIANIA,5201405,,,,9227
5201603,GO,ARACU,5201603,,,,9231
5201801,GO,ARAGOIANIA,5201801,,,,9235
5202601,GO,AURILANDIA,5202601,,,,9251
5203104,GO,BALIZA,5203104,,,,9261
5203302,GO,BELA VISTA DE GOIAS,5203302,,,,9265
5203500,GO,BOM JESUS DE GOIAS,5203500,,,,9269
5203575,GO,BONOPOLIS,5203575,,,,1056
5204003,GO,CABECEIRAS,5204003,,,,9279
5204201,GO,CACHOEIRA DE GOIAS,5204201,,,,9283
5204508,GO,CALDAS NOVAS,5204508,,,,9289
5204656,GO,CAMPINACU,5204656,,,,9687
5204706,GO,CAMPINORTE,5204706,,,,9293
5204904,GO,CAMPOS BELOS,5204904,,,,9297
5204953,GO,CAMPOS VERDES,5204953,,,,9781
5205059,GO,CASTELANDIA,5205059,,,,0081
5205109,GO,CATALAO,5205109,,,,9301
5205307,GO,CAVALCANTE,5205307,,,,9305
5205471,GO,CHAPADAO DO CEU,5205471,,,,0073
5205513,GO,COCALZINHO DE GOIAS,5205513,,,,0055
5205521,GO,COLINAS DO SUL,5205521,,,,9791
5205703,GO,CORREGO DO OURO,5205703,,,,9315
5206503,GO,CROMINIA,5206503,,,,9331
5206909,GO,DAVINOPOLIS,5206909,,,,9339
5208301,GO,DIVINOPOLIS DE GOIAS,5208301,,,,9309
5207501,GO,ESTRELA DO NORTE,5207501,,,,9351
5207535,GO,FAINA,5207535,,,,9797
5207808,GO,FIRMINOPOLIS,5207808,,,,9357
5208004,GO,FORMOSA,5208004,,,,9361
5208152,GO,GAMELEIRA DE GOIAS,5208152,,,,1072
5208400,GO,GOIANAPOLIS,5208400,,,,9367
5209101,GO,GOIATUBA,5209101,,,,9379
5209408,GO,GUARANI DE GOIAS,5209408,,,,9383
5209705,GO,HIDROLANDIA,5209705,,,,9389
5209903,GO,IACIARA,5209903,,,,9393
5209937,GO,INACIOLANDIA,5209937,,,,0069
5209952,GO,INDIARA,5209952,,,,9681
5210109,GO,IPAMERI,5210109,,,,9397
5210307,GO,ISRAELANDIA,5210307,,,,9401
5210562,GO,ITAGUARI,5210562,,,,9919
5210604,GO,ITAGUARU,5210604,,,,9407
5210901,GO,ITAPACI,5210901,,,,9413
5211206,GO,ITAPURANGA,5211206,,,,9419
5211404,GO,ITAUCU,5211404,,,,9423
5211602,GO,IVOLANDIA,5211602,,,,9427
5211800,GO,JARAGUA,5211800,,,,9431
5212006,GO,JAUPACI,5212006,,,,9435
5212204,GO,JUSSARA,5212204,,,,9439
5212253,GO,LAGOA SANTA,5212253,,,,1076
5212501,GO,LUZIANIA,5212501,,,,9445
5212709,GO,MAMBAI,5212709,,,,9449
5212907,GO,MARZAGAO,5212907,,,,9453
5213053,GO,MIMOSO DE GOIAS,5213053,,,,9931
5213103,GO,MINEIROS,5213103,,,,9459
5213509,GO,MONTE ALEGRE DE GOIAS,5213509,,,,9467
5213772,GO,MONTIVIDIU DO NORTE,5213772,,,,0079
5213806,GO,MORRINHOS,5213806,,,,9473
5214002,GO,MOZARLANDIA,5214002,,,,9477
5214051,GO,MUNDO NOVO,5214051,,,,9651
5214408,GO,NAZARIO,5214408,,,,9485
5214606,GO,NIQUELANDIA,5214606,,,,9489
5214804,GO,NOVA AURORA,5214804,,,,9493
5214861,GO,NOVA GLORIA,5214861,,,,9655
5215009,GO,NOVA VENEZA,5215009,,,,9497
5215256,GO,NOVO PLANALTO,5215256,,,,9735
5215306,GO,ORIZONA,5215306,,,,9503
5215504,GO,OUVIDOR,5215504,,,,9507
5216007,GO,PANAMA,5216007,,,,9517
5216403,GO,PARAUNA,5216403,,,,9523
5216908,GO,PILAR DE GOIAS,5216908,,,,9535
5217203,GO,PIRANHAS,5217203,,,,9541
5217401,GO,PIRES DO RIO,5217401,,,,9545
5217708,GO,PONTALINA,5217708,,,,9549
5218052,GO,PORTEIRAO,5218052,,,,1060
5218102,GO,PORTELANDIA,5218102,,,,9557
5218391,GO,PROFESSOR JAMIL,5218391,,,,0051
5218508,GO,QUIRINOPOLIS,5218508,,,,9563
5218789,GO,RIO QUENTE,5218789,,,,9995
5218904,GO,RUBIATABA,5218904,,,,9573
5219100,GO,SANTA BARBARA DE GOIAS,5219100,,,,9577
5219506,GO,SANTA ROSA DE GOIAS,5219506,,,,9585
5219712,GO,SANTO ANTONIO DA BARRA,5219712,,,,0083
5219753,GO,SANTO ANTONIO DO DESCOBERTO,5219753,,,,9677
5220058,GO,SAO JOAO DA PARAUNA,5220058,,,,9747
5220108,GO,SAO LUIS DE MONTES BELOS,5220108,,,,9599
5220280,GO,SAO PATRICIO,5220280,,,,1064
5220405,GO,SAO SIMAO,5220405,,,,9605
5220603,GO,SILVANIA,5220603,,,,9609
5221007,GO,TAQUARAL DE GOIAS,5221007,,,,9617
5221080,GO,TERESINA DE GOIAS,5221080,,,,9759
5221403,GO,TRINDADE,5221403,,,,9625
5221551,GO,TURVELANDIA,5221551,,,,9765
5221601,GO,URUACU,5221601,,,,9633
5221809,GO,URUTAI,5221809,,,,9637
5222005,GO,VIANOPOLIS,5222005,,,,9641
5222203,GO,VILA BOA,5222203,,,,0067
5222302,GO,VILA PROPICIO,5222302,,,,1068
2100204,MA,ALCANTARA,2100204,,,,0703
2100402,MA,ALTAMIRA DO MARANHAO,2100402,,,,0707
2100436,MA,ALTO ALEGRE DO MARANHAO,2100436,,,,0106
2100550,MA,AMAPA DO MARANHAO,2100550,,,,0110
2100600,MA,AMARANTE DO MARANHAO,2100600,,,,0711
2100808,MA,ANAPURUS,2100808,,,,0715
2101103,MA,AXIXA,2101103,,,,0721
2101301,MA,BACURI,2101301,,,,0725
2101350,MA,BACURITUBA,2101350,,,,0118
2101509,MA,BARAO DE GRAJAU,2101509,,,,0729
2101772,MA,BELA VISTA DO MARANHAO,2101772,,,,0122
2101905,MA,BEQUIMAO,2101905,,,,0737
2102077,MA,BOM LUGAR,2102077,,,,0130
2102200,MA,BURITI,2102200,,,,0741
2102374,MA,CACHOEIRA GRANDE,2102374,,,,0138
2102408,MA,CAJAPIO,2102408,,,,0745
2102606,MA,CANDIDO MENDES,2102606,,,,0749
2102754,MA,CAPINZAL DO NORTE,2102754,,,,0142
2102804,MA,CAROLINA,2102804,,,,0753
2103158,MA,CENTRO DO GUILHERME,2103158,,,,0146
2103208,MA,CHAPADINHA,2103208,,,,0761
2103406,MA,COELHO NETO,2103406,,,,0765
2103554,MA,CONCEICAO DO LAGO-ACU,2103554,,,,0152
2103802,MA,DOM PEDRO,2103802,,,,0773
2104008,MA,ESPERANTINOPOLIS,2104008,,,,0777
2104073,MA,FEIRA NOVA DO MARANHAO,2104073,,,,0156
2104099,MA,FORMOSA DA SERRA NEGRA,2104099,,,,0160
2104206,MA,FORTUNA,2104206,,,,0781
2104602,MA,GOVERNADOR EUGENIO BARROS,2104602,,,,0789
2104628,MA,GOVERNADOR LUIZ ROCHA,2104628,,,,0164
2104677,MA,GOVERNADOR NUNES FREIRE,2104677,,,,0168
2104909,MA,GUIMARAES,2104909,,,,0795
2105476,MA,JENIPAPO DOS VIEIRAS,2105476,,,,0178
2105708,MA,LAGO DA PEDRA,2105708,,,,0813
2105906,MA,LAGO VERDE,2105906,,,,0817
2105963,MA,LAGOA GRANDE DO MARANHAO,2105963,,,,0186
2106300,MA,MAGALHAES DE ALMEIDA,2106300,,,,0825
2106326,MA,MARACACUME,2106326,,,,0190
2106375,MA,MARANHAOZINHO,2106375,,,,0194
2106508,MA,MATINHA,2106508,,,,0829
2106672,MA,MILAGRES DO MARANHAO,2106672,,,,0198
2106706,MA,MIRADOR,2106706,,,,0833
2106755,MA,MIRANDA DO NORTE,2106755,,,,1283
2106904,MA,MONCAO,2106904,,,,0837
2107100,MA,MORROS,2107100,,,,0841
2107357,MA,NOVA OLINDA DO MARANHAO,2107357,,,,0202
2107506,MA,PACO DO LUMIAR,2107506,,,,0849
2107704,MA,PARAIBANO,2107704,,,,0853
2107902,MA,PASSAGEM FRANCA,2107902,,,,0857
2108058,MA,PAULINO NEVES,2108058,,,,0206
2108207,MA,PEDREIRAS,2108207,,,,0861
2108405,MA,PERI MIRIM,2108405,,,,0865
2108603,MA,PINHEIRO,2108603,,,,0869
2108801,MA,PIRAPEMAS,2108801,,,,0873
2109007,MA,PORTO FRANCO,2109007,,,,0877
2109239,MA,PRESIDENTE MEDICI,2109239,,,,0214
2109452,MA,RAPOSA,2109452,,,,0218
2109700,MA,SAMBAIBA,2109700,,,,0893
2109759,MA,SANTA FILOMENA DO MARANHAO,2109759,,,,0222
2109908,MA,SANTA INES,2109908,,,,0957
2110104,MA,SANTA QUITERIA DO MARANHAO,2110104,,,,0899
2110302,MA,SANTO ANTONIO DOS LOPES,2110302,,,,0903
2110500,MA,SAO BENTO,2110500,,,,0907
2110658,MA,SAO DOMINGOS DO AZEITAO,2110658,,,,0228
2110708,MA,SAO DOMINGOS DO MARANHAO,2110708,,,,0911
2110906,MA,SAO FRANCISCO DO MARANHAO,2110906,,,,0915
2111029,MA,SAO JOAO DO CARU,2111029,,,,0232
2111078,MA,SAO JOAO DO SOTER,2111078,,,,0236
2111102,MA,SAO JOAO DOS PATOS,2111102,,,,0919
2111573,MA,SAO PEDRO DOS CRENTES,2111573,,,,0242
2111672,MA,SAO ROBERTO,2111672,,,,0246
2111748,MA,SENADOR ALEXANDRE COSTA,2111748,,,,0250
2111904,MA,SUCUPIRA DO NORTE,2111904,,,,0931
2112100,MA,TIMBIRAS,2112100,,,,0935
2112233,MA,TRIZIDELA DO VALE,2112233,,,,0258
2112308,MA,TUNTUM,2112308,,,,0939
2112456,MA,TURILANDIA,2112456,,,,0262
2112506,MA,TUTOIA,2112506,,,,0943
2112704,MA,VARGEM GRANDE,2112704,,,,0947
2112902,MA,VITORIA DO MEARIM,2112902,,,,0951
2114007,MA,ZE DOCA,2114007,,,,1287
3100104,MG,ABADIA DOS DOURADOS,3100104,,,,4001
3100302,MG,ABRE CAMPO,3100302,,,,4005
3100500,MG,ACUCENA,3100500,,,,4009
3100708,MG,AGUA COMPRIDA,3100708,,,,4013
3100906,MG,AGUAS FORMOSAS,3100906,,,,4017
3101201,MG,AIURUOCA,3101201,,,,4023
3101409,MG,ALBERTINA,3101409,,,,4027
3101607,MG,ALFENAS,3101607,,,,4031
3101805,MG,ALPERCATA,3101805,,,,4035
3102001,MG,ALTEROSA,3102001,,,,4039
3102209,MG,ALVARENGA,3102209,,,,4043
3102407,MG,ALVORADA DE MINAS,3102407,,,,4047
3102902,MG,ANTONIO CARLOS,3102902,,,,4057
3103108,MG,ANTONIO PRADO DE MINAS,3103108,,,,4061
3103306,MG,ARACITABA,3103306,,,,4065
3103504,MG,ARAGUARI,3103504,,,,4069
3103702,MG,ARAPONGA,3103702,,,,4073
3103751,MG,ARAPORA,3103751,,,,2903
3103900,MG,ARAUJOS,3103900,,,,4077
3104106,MG,ARCEBURGO,3104106,,,,4081
3104304,MG,AREADO,3104304,,,,4085
3104452,MG,ARICANDUVA,3104452,,,,0568
3104502,MG,ARINOS,3104502,,,,4089
3104700,MG,ATALEIA,3104700,,,,4093
3104908,MG,BAEPENDI,3104908,,,,4097
3105103,MG,BAMBUI,3105103,,,,4101
3105301,MG,BANDEIRA DO SUL,3105301,,,,4105
3105707,MG,BARRA LONGA,3105707,,,,4113
3106002,MG,BELA VISTA DE MINAS,3106002,,,,4119
3106200,MG,BELO HORIZONTE,3106200,,,,4123
3106408,MG,BELO VALE,3106408,,,,4127
3106606,MG,BERTOPOLIS,3106606,,,,4131
3106804,MG,BIAS FORTES,3106804,,,,4135
3107000,MG,BIQUINHAS,3107000,,,,4139
3107802,MG,BOM JESUS DO GALHO,3107802,,,,4155
3108008,MG,BOM SUCESSO,3108008,,,,4159
3108206,MG,BONFINOPOLIS DE MINAS,3108206,,,,4163
3108255,MG,BONITO DE MINAS,3108255,,,,0572
3108404,MG,BOTELHOS,3108404,,,,4167
3108701,MG,BRAS PIRES,3108701,,,,4173
3108800,MG,BRAUNAS,3108800,,,,4175
3109105,MG,BUENO BRANDAO,3109105,,,,4181
3109253,MG,BUGRE,3109253,,,,0576
3109303,MG,BURITIS,3109303,,,,4185
3109501,MG,CABO VERDE,3109501,,,,4189
3109709,MG,CACHOEIRA DE MINAS,3109709,,,,4193
3109907,MG,CAETANOPOLIS,3109907,,,,4197
3110103,MG,CAIANA,3110103,,,,4201
3110301,MG,CALDAS,3110301,,,,4205
3110509,MG,CAMANDUCAIA,3110509,,,,4209
3110707,MG,CAMBUQUIRA,3110707,,,,4213
3110905,MG,CAMPANHA,3110905,,,,4217
3111150,MG,CAMPO AZUL,3111150,,,,0580
3111309,MG,CAMPO DO MEIO,3111309,,,,4225
3111507,MG,CAMPOS ALTOS,3111507,,,,4229
3111903,MG,CANA VERDE,3111903,,,,4237
3111804,MG,CANAPOLIS,3111804,,,,4235
3112109,MG,CAPARAO,3112109,,,,4241
3112307,MG,CAPELINHA,3112307,,,,4245
3112505,MG,CAPIM BRANCO,3112505,,,,4249
3112703,MG,CAPITAO ENEAS,3112703,,,,4253
3112901,MG,CAPUTIRA,3112901,,,,4257
3113305,MG,CARANGOLA,3113305,,,,4265
3113503,MG,CARBONITA,3113503,,,,4269
3113701,MG,CARLOS CHAGAS,3113701,,,,4273
3113909,MG,CARMO DA CACHOEIRA,3113909,,,,4277
3114105,MG,CARMO DE MINAS,3114105,,,,4281
3114303,MG,CARMO DO PARANAIBA,3114303,,,,4285
3114550,MG,CARNEIRINHO,3114550,,,,2685
3114808,MG,CARVALHOS,3114808,,,,4295
3115003,MG,CASCALHO RICO,3115003,,,,4299
3115300,MG,CATAGUASES,3115300,,,,4305
3115359,MG,CATAS ALTAS,3115359,,,,0584
3115805,MG,CENTRALINA,3115805,,,,4315
3116159,MG,CHAPADA GAUCHA,3116159,,,,0588
3116407,MG,CLARAVAL,3116407,,,,4327
3116605,MG,CLAUDIO,3116605,,,,4331
3116803,MG,COLUNA,3116803,,,,4335
3117306,MG,CONCEICAO DAS ALAGOAS,3117306,,,,4345
3117405,MG,CONCEICAO DE IPANEMA,3117405,,,,4347
3117603,MG,CONCEICAO DO PARA,3117603,,,,4351
3117801,MG,CONCEICAO DOS OUROS,3117801,,,,4355
3117876,MG,CONFINS,3117876,,,,0592
3118304,MG,CONSELHEIRO LAFAIETE,3118304,,,,4365
3118502,MG,CONSOLACAO,3118502,,,,4369
3118700,MG,COQUEIRAL,3118700,,,,4373
3119104,MG,CORINTO,3119104,,,,4381
3119500,MG,CORONEL MURTA,3119500,,,,4389
3119708,MG,CORONEL XAVIER CHAVES,3119708,,,,4393
3119906,MG,CORREGO DO BOM JESUS,3119906,,,,4397
3120102,MG,COUTO DE MAGALHAES DE MINAS,3120102,,,,4401
3120805,MG,CRUZILIA,3120805,,,,4415
3120870,MG,CURRAL DE DENTRO,3120870,,,,0600
3121001,MG,DATAS,3121001,,,,4419
3121209,MG,DELFINOPOLIS,3121209,,,,4423
3121605,MG,DIAMANTINA,3121605,,,,4431
3121803,MG,DIONISIO,3121803,,,,4435
3122009,MG,DIVINO,3122009,,,,4439
3122207,MG,DIVINOLANDIA DE MINAS,3122207,,,,4443
3122355,MG,DIVISA ALEGRE,3122355,,,,0604
3122454,MG,DIVISOPOLIS,3122454,,,,2657
3122603,MG,DOM JOAQUIM,3122603,,,,4451
3122801,MG,DOM VICOSO,3122801,,,,4455
3123007,MG,DORES DE CAMPOS,3123007,,,,4459
3123205,MG,DORES DO INDAIA,3123205,,,,4463
3123858,MG,ENTRE FOLHAS,3123858,,,,2663
3124005,MG,ERVALIA,3124005,,,,4479
3124203,MG,ESPERA FELIZ,3124203,,,,4483
3124401,MG,ESPIRITO SANTO DO DOURADO,3124401,,,,4487
3124807,MG,ESTRELA DO SUL,3124807,,,,4495
3125002,MG,EWBANK DA CAMARA,3125002,,,,4499
3125408,MG,FELICIO DOS SANTOS,3125408,,,,4507
3125804,MG,FERNANDES TOURINHO,3125804,,,,4515
3126000,MG,FLORESTAL,3126000,,,,4519
3126208,MG,FORMOSO,3126208,,,,4523
3126406,MG,FORTUNA DE MINAS,3126406,,,,4527
3126604,MG,FRANCISCO DUMONT,3126604,,,,4531
3126752,MG,FRANCISCOPOLIS,3126752,,,,0608
3126802,MG,FREI GASPAR,3126802,,,,4535
3127008,MG,FRONTEIRA,3127008,,,,4539
3127073,MG,FRUTA DE LEITE,3127073,,,,0612
3127388,MG,GOIANA,3127388,,,,0620
3127404,MG,GONCALVES,3127404,,,,4547
3127602,MG,GOUVEIA,3127602,,,,4551
3127800,MG,GRAO MOGOL,3127800,,,,4555
3128006,MG,GUANHAES,3128006,,,,4559
3128204,MG,GUARACIABA,3128204,,,,4563
3128402,MG,GUARANI,3128402,,,,4567
3128600,MG,GUARDA-MOR,3128600,,,,4571
3128808,MG,GUIDOVAL,3128808,,,,4575
3129004,MG,GUIRICEMA,3129004,,,,4579
3129202,MG,HELIODORA,3129202,,,,4583
3129400,MG,IBERTIOGA,3129400,,,,4587
3129608,MG,IBIAI,3129608,,,,4591
3129657,MG,IBIRACATU,3129657,,,,0624
3129806,MG,IBIRITE,3129806,,,,4595
3130002,MG,IBITURUNA,3130002,,,,4599
3130051,MG,ICARAI DE MINAS,3130051,,,,2693
3130200,MG,IGARATINGA,3130200,,,,4603
3130408,MG,IJACI,3130408,,,,4607
3130606,MG,INCONFIDENTES,3130606,,,,4611
3130655,MG,INDAIABIRA,3130655,,,,0628
3131000,MG,INHAUMA,3131000,,,,4619
3131158,MG,IPABA,3131158,,,,2665
3131208,MG,IPANEMA,3131208,,,,4623
3131802,MG,ITABIRINHA,3131802,,,,4635
3132008,MG,ITACAMBIRA,3132008,,,,4639
3132206,MG,ITAGUARA,3132206,,,,4643
3132602,MG,ITAMARATI DE MINAS,3132602,,,,4651
3132800,MG,ITAMBE DO MATO DENTRO,3132800,,,,4655
3133105,MG,ITANHANDU,3133105,,,,4661
3133303,MG,ITAOBIM,3133303,,,,4665
3133501,MG,ITAPECERICA,3133501,,,,4669
3133709,MG,ITATIAIUCU,3133709,,,,4673
3133907,MG,ITAVERAVA,3133907,,,,4677
3134103,MG,ITUETA,3134103,,,,4681
3134301,MG,ITUMIRIM,3134301,,,,4685
3134509,MG,ITUTINGA,3134509,,,,4689
3134707,MG,JACINTO,3134707,,,,4693
3134905,MG,JACUTINGA,3134905,,,,4697
3135100,MG,JANAUBA,3135100,,,,4701
3135308,MG,JAPARAIBA,3135308,,,,4705
3135456,MG,JENIPAPO DE MINAS,3135456,,,,0632
3135506,MG,JEQUERI,3135506,,,,4709
3135704,MG,JEQUITIBA,3135704,,,,4713
3135902,MG,JESUANIA,3135902,,,,4717
3136108,MG,JOANESIA,3136108,,,,4721
3136306,MG,JOAO PINHEIRO,3136306,,,,4725
3136553,MG,JOSE RAYDAN,3136553,,,,0636
3136801,MG,JURAMENTO,3136801,,,,4735
3136959,MG,JUVENILIA,3136959,,,,0640
3137007,MG,LADAINHA,3137007,,,,4739
3137205,MG,LAGOA DA PRATA,3137205,,,,4743
3137403,MG,LAGOA DOURADA,3137403,,,,4747
3137536,MG,LAGOA GRANDE,3137536,,,,2905
3137601,MG,LAGOA SANTA,3137601,,,,4751
3137809,MG,LAMBARI,3137809,,,,4755
3138203,MG,LAVRAS,3138203,,,,4763
3138401,MG,LEOPOLDINA,3138401,,,,4767
3138609,MG,LIMA DUARTE,3138609,,,,4771
3138625,MG,LIMEIRA DO OESTE,3138625,,,,2687
3138658,MG,LONTRA,3138658,,,,2695
3138674,MG,LUISBURGO,3138674,,,,0644
3138807,MG,LUZ,3138807,,,,4775
3139003,MG,MACHADO,3139003,,,,4779
3139201,MG,MALACACHETA,3139201,,,,4783
3139409,MG,MANHUACU,3139409,,,,4787
3139607,MG,MANTENA,3139607,,,,4791
3140001,MG,MARIANA,3140001,,,,4799
3140159,MG,MARIO CAMPOS,3140159,,,,0648
3140209,MG,MARIPA DE MINAS,3140209,,,,4803
3140605,MG,MATERLANDIA,3140605,,,,4811
3140803,MG,MATIAS BARBOSA,3140803,,,,4815
3140852,MG,MATIAS CARDOSO,3140852,,,,2897
3141009,MG,MATO VERDE,3141009,,,,4819
3141207,MG,MATUTINA,3141207,,,,4823
3141603,MG,MERCES,3141603,,,,4831
3141801,MG,MINAS NOVAS,3141801,,,,4835
3142007,MG,MIRABELA,3142007,,,,4839
